,Title,Text,Summary,URL
318,Utopian and dystopian fiction - Wikipedia,"More than 400 utopian works in the English language were published prior to the year 1900, with more than a thousand others appearing during the 20th century.[2] This increase is partially associated with the rise in popularity of genre fiction, science fiction and young adult fiction more generally, but also larger scale social change that brought awareness of larger societal or global issues, such as technology, climate change, and growing human population. Some of these trends have created distinct subgenres such as ecotopian fiction, climate fiction, young adult dystopian novels, and feminist dystopian novels.
","More than 400 utopian works in the English language were published prior to the year 1900, with more than a thousand others appearing during the 20th century.[2] This increase is partially associated with the rise in popularity of genre fiction, science fiction and young adult fiction more generally, but also larger scale social change that brought awareness of larger societal or global issues, such as technology, climate change, and growing human population. Some of these trends have created distinct subgenres such as ecotopian fiction, climate fiction, young adult dystopian novels, and feminist dystopian novels.
",https://en.wikipedia.org/wiki/Dystopian_fiction
319,The Hunger Games (film series) - Wikipedia,"The Hunger Games film series is composed of science fiction dystopian adventure films, based on The Hunger Games trilogy of novels by the American author Suzanne Collins. The films are distributed by Lionsgate and produced by Nina Jacobson and Jon Kilik. The series feature an ensemble cast including Jennifer Lawrence as Katniss Everdeen, Josh Hutcherson as Peeta Mellark, Liam Hemsworth as Gale Hawthorne, Woody Harrelson as Haymitch Abernathy, Elizabeth Banks as Effie Trinket, Stanley Tucci as Caesar Flickerman, and Donald Sutherland as President Snow. 
","The Hunger Games film series is composed of science fiction dystopian adventure films, based on The Hunger Games trilogy of novels by the American author Suzanne Collins. The films are distributed by Lionsgate and produced by Nina Jacobson and Jon Kilik. The series feature an ensemble cast including Jennifer Lawrence as Katniss Everdeen, Josh Hutcherson as Peeta Mellark, Liam Hemsworth as Gale Hawthorne, Woody Harrelson as Haymitch Abernathy, Elizabeth Banks as Effie Trinket, Stanley Tucci as Caesar Flickerman, and Donald Sutherland as President Snow. 
",https://en.wikipedia.org/wiki/The_Hunger_Games_(film_series)
320,The Hunger Games - Wikipedia,"The Hunger Games is a series of young adult dystopian novels written by American author Suzanne Collins. The first three novels are part of a trilogy following teenage protagonist Katniss Everdeen, and the fourth book is a prequel set 64 years before the original.
","The Hunger Games is a series of young adult dystopian novels written by American author Suzanne Collins. The first three novels are part of a trilogy following teenage protagonist Katniss Everdeen, and the fourth book is a prequel set 64 years before the original.
",https://en.wikipedia.org/wiki/The_Hunger_Games
321,Suzanne Collins - Wikipedia,"Suzanne Collins (born August 10, 1962) is an American author and television writer. She is known as the author of the book series The Underland Chronicles and The Hunger Games.
","Suzanne Collins (born August 10, 1962) is an American author and television writer. She is known as the author of the book series The Underland Chronicles and The Hunger Games.
",https://en.wikipedia.org/wiki/Suzanne_Collins
322,The Divergent Series - Wikipedia,"The Divergent Series is a feature film series based on the Divergent novels by the American author Veronica Roth. Distributed by Summit Entertainment and Lionsgate Films, the series consists of three science fiction action films set in a dystopian society: Divergent, Insurgent, and Allegiant. They have been produced by Lucy Fisher, Pouya Shabazian, and Douglas Wick.
","The Divergent Series is a feature film series based on the Divergent novels by the American author Veronica Roth. Distributed by Summit Entertainment and Lionsgate Films, the series consists of three science fiction action films set in a dystopian society: Divergent, Insurgent, and Allegiant. They have been produced by Lucy Fisher, Pouya Shabazian, and Douglas Wick.
",https://en.wikipedia.org/wiki/The_Divergent_Series
323,Veronica Roth - Wikipedia,"Veronica Roth was born on August 19, 1988 in New York City, and was raised primarily in Barrington, Illinois.[2] Her mother, Barbara Ross, is a painter who resides in Barrington.[2][3] She is the youngest of three children. Her parents divorced when she was five years old, and her mother has since remarried to Frank Ross, a financial consultant for landscaping companies.[2][4] Her brother and sister live in the Chicago area.[2]
","Veronica Roth was born on August 19, 1988 in New York City, and was raised primarily in Barrington, Illinois.[2] Her mother, Barbara Ross, is a painter who resides in Barrington.[2][3] She is the youngest of three children. Her parents divorced when she was five years old, and her mother has since remarried to Frank Ross, a financial consultant for landscaping companies.[2][4] Her brother and sister live in the Chicago area.[2]
",https://en.wikipedia.org/wiki/Veronica_Roth
324,Divergent (book series) - Wikipedia,"The trilogy is set in the future in a dystopian society that is divided into five factions. The trilogy's society defines its citizens by their social and personality affiliations, with the five different factions removing the threat of anyone exercising independent will and threatening the population's safety. Beatrice Prior, who later changes her name to Tris, is born into Abnegation but transfers into Dauntless; she must figure out her life as a Divergent, conceal her true nature, and live with the danger of being killed if her true nature is discovered by the Erudite and Dauntless leaders.[4]
","The trilogy is set in the future in a dystopian society that is divided into five factions. The trilogy's society defines its citizens by their social and personality affiliations, with the five different factions removing the threat of anyone exercising independent will and threatening the population's safety. Beatrice Prior, who later changes her name to Tris, is born into Abnegation but transfers into Dauntless; she must figure out her life as a Divergent, conceal her true nature, and live with the danger of being killed if her true nature is discovered by the Erudite and Dauntless leaders.[4]
",https://en.wikipedia.org/wiki/Divergent_trilogy
325,Maze Runner (film series) - Wikipedia,"The first film, The Maze Runner, was released on September 19, 2014 and became a commercial success grossing over $348 million worldwide. The second film, Maze Runner: The Scorch Trials was released on September 18, 2015, and was also a success, grossing over $312 million worldwide. The film series concluded with the release of the third film, Maze Runner: The Death Cure on January 26, 2018, which grossed $288 million worldwide.
","The first film, The Maze Runner, was released on September 19, 2014 and became a commercial success grossing over $348 million worldwide. The second film, Maze Runner: The Scorch Trials was released on September 18, 2015, and was also a success, grossing over $312 million worldwide. The film series concluded with the release of the third film, Maze Runner: The Death Cure on January 26, 2018, which grossed $288 million worldwide.
",https://en.wikipedia.org/wiki/Maze_Runner_(film_series)
326,James Dashner - Wikipedia,"James Smith Dashner (born November 26, 1972) is an American writer known for speculative fiction. Many of his books are primarily aimed at children or young adults. He is best known for The Maze Runner series and the young adult fantasy series The 13th Reality. His 2008 novel The Journal of Curious Letters, first in the series, was one of the annual Borders Original Voices picks.
","James Smith Dashner (born November 26, 1972) is an American writer known for speculative fiction. Many of his books are primarily aimed at children or young adults. He is best known for The Maze Runner series and the young adult fantasy series The 13th Reality. His 2008 novel The Journal of Curious Letters, first in the series, was one of the annual Borders Original Voices picks.
",https://en.wikipedia.org/wiki/James_Dashner
327,The Maze Runner (book series) - Wikipedia,"The series, revealing details in non-chronological order, tells how the world was devastated by a series of massive solar flares and coronal mass ejections.
","The series, revealing details in non-chronological order, tells how the world was devastated by a series of massive solar flares and coronal mass ejections.
",https://en.wikipedia.org/wiki/The_Maze_Runner_(series)
